r002,r003,r004,r005,r006,label
9280534,10203391,95387,426,150768,maligne
9253551,10246178,88413,47,150103,maligne
9311928,10087083,89081,43,148326,maligne
9220269,10187779,87170,42,148173,maligne
9294789,9476983,84142,42,151207,maligne
9251463,10077129,91650,44,153513,maligne
9158129,10276114,87689,47,155610,maligne
9222278,10071162,85487,42,149285,maligne
9263061,10244070,88077,46,149228,maligne
9253883,10220734,91612,44,150857,maligne
9286017,10065782,89653,44,148508,maligne
9211157,10200074,88930,46,155695,maligne
9259826,10221466,92249,46,149529,maligne
9162734,10218928,87307,46,148647,maligne
9310571,10072509,90035,45,149747,maligne
9199488,10506693,80370,45,148643,maligne
9281890,10253040,86462,46,156183,maligne
9282983,10227769,88763,46,147992,maligne
9227673,10294359,88699,43,148821,maligne
9195555,10090271,93211,44,149318,maligne
9300838,10466279,84853,48,147873,maligne
9259210,10146100,88721,43,155050,maligne
9164147,10073903,90095,45,148414,maligne
9234833,10145436,90321,46,148239,maligne
9190332,10146020,91393,46,148342,maligne
9173182,10245671,87066,46,147040,maligne
9576928,10111643,94493,43,149490,maligne
9292858,10052245,89089,46,155329,maligne
9324322,10110289,92180,44,147678,maligne
9288369,10455364,89460,44,150452,maligne
9249959,9891897,86480,46,149102,maligne
9196549,10237408,90255,42,151691,maligne
9257510,10093555,92086,45,147671,maligne
9315494,10239571,91310,46,150371,maligne
9403311,9980411,86197,46,150744,maligne
9271971,10144656,93567,43,148673,maligne
9156232,10100710,91323,44,149616,maligne
9285721,10029268,86431,44,152056,maligne
9219149,9303025,93790,44,150727,maligne
9186213,10100398,85038,45,148828,maligne
9328455,10113972,92392,42,148826,maligne
9211860,10024251,89116,44,148393,maligne
9240188,10053595,86903,46,150407,maligne
9288230,9453307,92504,44,149380,maligne
9118863,10078664,89093,44,150918,maligne
9198059,9472929,92001,42,148142,maligne
9178236,9930036,90817,43,147177,maligne
9276001,9989109,90906,40,147314,maligne
9222533,9970951,95003,44,147260,maligne
9214174,10149271,87557,46,149730,maligne
9215603,10061468,94013,41,149747,maligne
9138932,9949903,93426,44,149596,maligne
9139784,10092828,92469,43,147282,maligne
9294430,9826763,93373,46,149017,maligne
9158387,10182020,88935,45,147484,maligne
9218459,9997061,95151,44,149362,maligne
9285577,10317304,91798,44,147348,maligne
9311395,10170359,97030,44,149145,maligne
9145422,9982491,93340,45,155988,maligne
9291524,9987042,87349,43,149718,maligne
9219353,10173232,92988,48,148735,maligne
9321759,10372066,88751,48,148534,maligne
9282968,10071712,92265,41,155458,maligne
9608831,10046785,85058,48,148640,maligne
9268973,10224017,94212,43,148202,maligne
9222801,10117583,90809,45,150035,maligne
9286037,10432205,86408,41,147290,maligne
9230255,10124419,86547,42,146386,maligne
9142538,10069691,86407,43,147080,maligne
9153707,10086444,86205,45,147876,maligne
9223953,9904224,89550,43,148956,maligne
9163370,10280321,89613,43,148634,maligne
9311298,10292559,90015,46,149664,maligne
9253320,10036150,85986,44,146197,maligne
9209161,10132445,89589,47,147100,maligne
9272748,10227255,85733,46,146013,maligne
9277769,10453849,88906,44,145082,maligne
9291855,9423471,84531,46,148705,maligne
9238621,10112224,87139,43,147257,maligne
9270047,10148163,88863,45,147930,maligne
9237042,10101471,85380,42,147337,maligne
9300415,10277597,90168,45,147409,maligne
9345877,10193437,86196,44,146181,maligne
9322444,10206433,91058,41,146251,maligne
9287485,9470064,96056,47,147033,maligne
9205682,9976136,87099,45,145588,maligne
9324767,10248234,89989,43,149122,maligne
9598043,10183324,89547,48,148766,maligne
9173163,10318404,88634,44,145949,maligne
9187658,10213227,89376,47,146971,maligne
9379718,10215923,89564,47,147354,maligne
9249623,9372740,89714,46,148700,maligne
9600213,9932164,88489,45,148146,maligne
9269774,10127572,90583,42,147521,maligne
9210951,10186604,87560,45,149509,maligne
9317221,10187815,91228,47,146351,maligne
9136021,10062913,93632,50,149060,maligne
9593255,9999731,84896,46,145733,maligne
9173328,10141252,92328,43,148274,maligne
9320992,10107331,84787,47,145839,maligne
9286665,10351285,89971,44,153127,maligne
9252896,10125493,89293,49,150289,maligne
9263608,10507837,92537,45,149368,maligne
9681713,10201086,94118,42,150119,maligne
9274843,10115977,87310,43,148758,maligne
9281863,10474681,91832,46,148975,maligne
9223177,10040288,87469,44,148915,maligne
9314863,10208951,91924,43,150452,maligne
9218288,10523825,91712,45,150422,maligne
9265108,10095040,89130,46,150592,maligne
9323804,10313555,91414,43,150152,maligne
9287069,10060232,91653,44,147746,maligne
9365386,10166875,93284,45,150397,maligne
9227123,10152020,87769,46,148884,maligne
9154577,10077388,94215,43,146963,maligne
9213446,10241389,93400,44,148011,maligne
9278453,10152550,86898,44,146131,maligne
9293975,10278507,91733,43,147008,maligne
9287036,10123359,83404,47,149004,maligne
9168825,10432359,94054,43,147891,maligne
9278292,9274426,87076,45,149291,maligne
9089469,10087622,94140,48,149059,maligne
9255101,10025927,91505,45,149623,maligne
9224016,10033555,87029,45,146422,maligne
9171328,10105811,91461,46,148471,maligne
9247817,10080999,83681,47,149279,maligne
9215228,10158521,87899,42,147479,maligne
9234065,9457647,86131,42,147577,maligne
9240609,9967943,88699,47,148105,maligne
9253967,10074006,91670,42,149554,maligne
9290777,10128919,90680,47,147199,maligne
9258944,10406075,92726,66,149612,maligne
9271702,10272520,90196,48,156527,maligne
9292353,10217697,90537,46,147073,maligne
9666971,9472534,86790,44,148534,maligne
9221911,10159763,89190,42,149558,maligne
9271848,10183215,92357,44,150228,maligne
9218267,10249803,89615,43,158159,maligne
9243145,10222345,90751,45,148530,maligne
9119364,9316360,89559,42,151550,maligne
9339809,10001260,91530,44,148787,maligne
9279813,10225786,87230,42,150614,maligne
9268494,10129755,89244,42,148233,maligne
9239474,10154647,91477,40,150159,maligne
9308621,10040466,89078,45,150876,maligne
9212504,10181142,94515,48,152214,maligne
9163839,9419362,85946,42,151505,maligne
9208538,10188045,92388,41,149614,maligne
9330657,10278895,94234,42,148939,maligne
9353487,10079062,89574,47,149893,maligne
9276078,10279120,95748,45,147892,maligne
9260827,10089129,88494,44,151074,maligne
9168179,10077416,94145,46,149243,maligne
9241235,9346606,88745,43,148964,maligne
9179126,10244184,88349,42,149516,maligne
9227266,10406702,91098,46,150413,maligne
9256287,10091410,92074,44,147148,maligne
9213226,10202728,91221,44,150814,maligne
9205784,9403936,95190,43,150769,maligne
9133307,9660957,93350,64,149115,maligne
9083549,10115458,96581,43,149634,maligne
9336798,10176435,91664,51,150285,maligne
9264065,10185476,91609,44,148595,maligne
9187954,10200517,89384,49,149606,maligne
9281802,10628472,88358,45,150728,maligne
9256208,10308883,90299,46,149591,maligne
9264159,10088011,93019,44,149130,maligne
9270966,9715098,95598,43,148729,maligne
9143483,10208125,92283,47,148089,maligne
9280586,10582970,96743,45,146630,maligne
9242791,10215417,95369,44,148726,maligne
9204698,10066257,87738,45,148927,maligne
9300960,10132374,92313,45,147643,maligne
9348044,10170096,89128,47,149191,maligne
9261542,10784898,95241,47,154670,maligne
9225478,10243158,89700,46,148507,maligne
9231040,10245838,91087,44,147176,maligne
9171720,10331749,91417,45,149121,maligne
9253288,10111178,87095,46,148162,maligne
9182951,10333777,92129,42,149491,maligne
9456307,10530029,85406,48,154710,maligne
9324640,10061520,90448,44,146470,maligne
9201938,10289703,85533,43,150180,maligne
9119549,10246944,95787,47,146631,maligne
9178623,10356801,92569,47,150185,maligne
9205686,10437608,89681,42,146945,maligne
9339210,10007179,93087,46,147121,maligne
9175576,10210235,89376,45,149689,maligne
9246942,10148965,91713,71,149418,maligne
9275131,10312953,83839,46,149786,maligne
9170519,10137931,85315,44,150612,maligne
9206782,10022308,92675,46,151047,maligne
9171991,10115446,86527,45,149008,maligne
9295033,10074604,96873,48,147751,maligne
9207236,10104901,87525,45,150384,maligne
9151264,10084609,92548,43,149031,maligne
9175125,10386389,93078,44,149767,maligne
9171758,10169351,87253,44,148876,maligne
9166164,10015898,90887,48,148235,maligne
9284229,10330887,88837,46,149286,maligne
9277699,10031458,92654,45,147083,maligne
9312921,10138514,88621,43,149049,maligne
9300614,10546090,92448,47,149892,maligne
9326340,10025606,90989,43,148369,maligne
9178278,10280945,86826,48,149012,maligne
9160801,10077287,91945,48,147663,maligne
9216935,10161490,90150,47,148622,maligne
9372606,10518200,90913,45,148426,maligne
9155837,10022862,94819,45,150266,maligne
9279787,10294738,87543,44,148340,maligne
9247685,10089907,94751,47,154634,maligne
9244723,10185514,87847,46,146991,maligne
9258292,10073300,93088,45,148015,maligne
9205109,10051731,88091,47,150087,maligne
9194807,10187916,91339,44,148410,maligne
9286951,10065088,93875,44,154171,maligne
9517855,10105560,87547,43,147318,maligne
9321577,10050300,93250,47,147600,maligne
9233727,10077832,85875,46,148536,maligne
9289619,9187594,91500,50,148445,maligne
9198589,9407741,89036,44,156125,maligne
9534238,10207328,86871,48,151106,maligne
9199457,10127855,94489,41,146928,maligne
9177352,10132463,89820,47,150586,maligne
9151267,10087276,90081,46,149929,maligne
9252596,10103600,91887,47,149885,maligne
9210768,9478531,88989,46,155040,maligne
9176484,10063438,87551,43,148098,maligne
9217014,10074818,91141,46,149164,maligne
9259121,10104335,90267,45,148038,maligne
9201853,10116711,90940,45,149173,maligne
9302393,10159755,92433,45,147733,maligne
9159773,10193900,91458,48,147157,maligne
9161895,9380293,85657,45,148320,maligne
9200641,10062064,94110,48,148766,maligne
9127681,9660945,91921,48,148325,maligne
9340891,9935539,96163,46,150208,maligne
9231051,10317788,85132,45,154316,maligne
9231696,10207384,90907,45,148997,maligne
9269405,10058413,89766,48,147995,maligne
9250980,10193050,86052,44,149626,maligne
9163450,10197679,104420,46,149034,maligne
9143734,10388410,92753,46,151353,maligne
9268059,10255585,90853,46,150212,maligne
9250581,10620402,92431,46,147143,maligne
9199747,10330006,93415,44,149410,maligne
9194724,10220007,87065,44,148695,maligne
9250724,10246747,95203,48,148691,maligne
9190001,10254612,88413,42,148949,maligne
9213226,10169073,92416,46,148253,maligne
9279761,10475632,91537,44,147428,maligne
9250755,10193717,92186,43,147446,maligne
9242114,10165875,88871,46,150336,maligne
9634706,10147991,90770,43,149925,maligne
9215127,10509353,90654,48,151145,maligne
9225277,10208107,87996,46,150359,maligne
9274660,10214838,90287,43,150778,maligne
9354493,10280714,84966,45,149628,maligne
9228774,10197677,89930,44,149763,maligne
9201675,10271869,94228,45,151663,maligne
9324531,10709762,92242,46,150494,maligne
9253445,10227690,95222,46,148974,maligne
9263106,10317611,89171,46,149370,maligne
9284490,10300670,93344,47,150835,maligne
9212478,9801654,92307,45,147812,maligne
9164245,10601728,88678,49,151259,maligne
9221181,10323064,92789,46,152050,maligne
9268219,10406996,88978,47,151614,maligne
9244317,10243794,92513,45,148536,maligne
9261908,10367618,86872,45,148087,maligne
9178295,10631568,95194,44,149755,maligne
9102877,10154879,93227,48,153379,maligne
9159026,10340514,86072,45,148256,maligne
9233036,10185401,91844,46,150103,maligne
9279597,10422895,90260,46,145302,maligne
9286535,10640459,92588,44,156910,maligne
9332978,10234927,85900,48,150145,maligne
9471789,10436372,94364,44,148764,maligne
9174712,10237614,90132,46,151918,maligne
9294474,10423874,84683,45,147879,maligne
9248952,10729241,91242,48,150960,maligne
9240154,10188792,86993,48,156447,maligne
9358357,10396119,91192,47,149671,maligne
9206264,10165892,87869,45,151157,maligne
9163429,10441641,90390,47,149222,maligne
9314580,10247508,92928,44,152232,maligne
9241922,10317734,88358,48,155547,maligne
9266221,10319743,91070,44,149328,maligne
9289986,10266813,90030,45,153264,maligne
9196674,10275919,92023,45,150606,maligne
9223828,10211427,86044,45,150586,maligne
9166013,10306027,90521,47,156242,maligne
9197425,9479317,94379,45,146536,maligne
9333434,10168761,89173,45,150016,maligne
9305118,10279840,92059,44,148423,maligne
9220915,10122653,97994,45,177687,maligne
9187876,10331253,89494,46,150815,maligne
9176417,10358192,95433,46,149229,maligne
9289941,10239266,87825,44,149287,maligne
9199261,9488419,89503,42,148677,maligne
9213927,10062073,88931,47,147767,maligne
9233366,10201836,87309,45,153204,maligne
9251502,10219077,93132,45,152641,maligne
9163454,10234447,87905,65,148192,maligne
9204867,10362286,94188,41,152998,maligne
9238951,10251827,91516,45,150644,maligne
9160373,9524157,93930,45,151560,maligne
9225797,10182284,93265,43,148993,maligne
9235066,10273260,90456,45,150969,maligne
9203095,10271041,89274,45,151347,maligne
9226519,10754788,87729,46,149406,maligne
9196338,10448251,88749,45,150381,maligne
9336038,10152076,90437,42,148646,maligne
9245025,10335924,86738,44,149785,maligne
9157154,10110526,85669,43,149590,maligne
9157369,10257138,84562,45,149341,maligne
9124649,10734017,95807,48,150311,maligne
9284611,10207096,86863,44,151067,maligne
9110174,10357769,92888,46,149275,maligne
9329350,10257018,84635,46,151053,maligne
9251937,10368889,95875,46,150259,maligne
9243058,10658010,92713,44,149132,maligne
9196892,10153241,86782,45,148075,maligne
9170785,10260507,93955,44,151851,maligne
9232756,10096137,89503,44,149581,maligne
9193914,10407159,86397,41,150193,maligne
9281567,10180920,90794,43,148812,maligne
9157792,10269194,82338,43,151492,maligne
9481920,10378474,86543,43,151552,maligne
9173355,10208064,87394,44,149245,maligne
9191754,10317873,89934,46,151378,maligne
9230368,9438632,82023,45,149217,maligne
9143413,10264146,82118,45,148861,maligne
9507460,9507681,90904,42,147507,maligne
9237752,10124338,83356,44,150502,maligne
9202243,10369784,87821,45,150108,maligne
9308735,10195413,88088,44,150804,maligne
9182945,10288859,91548,46,150552,maligne
9327707,10226141,90541,42,149178,maligne
9191210,10260143,87383,43,147948,maligne
9297092,9420722,92593,48,148025,maligne
9270080,10264541,86046,43,148155,maligne
9173572,10290294,94059,46,150843,maligne
9268394,10312015,87859,47,150956,maligne
9352010,10352744,90306,67,151122,maligne
9145256,10293044,89065,44,149479,maligne
9140513,10191959,86643,44,148926,maligne
9196885,10264791,91015,44,148212,maligne
9278550,10159247,87329,45,150744,maligne
9282095,10297976,89436,69,149749,maligne
9228681,10213570,88661,44,150547,maligne
9349303,10201706,89849,44,150051,maligne
9201547,9214386,93649,42,151434,maligne
9331047,9687051,93337,46,151111,maligne
9220733,10246581,92092,46,150612,maligne
9279917,10243496,87889,43,150681,maligne
9231026,10281116,93059,47,150750,maligne
9540536,10270312,91141,53,148996,maligne
9237099,10248338,87161,44,152270,maligne
9234770,9538815,91775,44,150767,maligne
9245215,10069207,87519,46,149788,maligne
9229505,10350966,87737,43,150751,maligne
9229769,10180205,90484,45,148920,maligne
9116399,10377461,86635,48,150517,maligne
9154013,9541657,92439,44,151558,maligne
9136798,10145505,84507,48,148370,maligne
9168054,10339290,91901,46,147860,maligne
9275906,10201939,91290,45,149146,maligne
9181267,10328010,84801,68,151265,maligne
9115721,10397942,88153,42,150637,maligne
9226114,10207560,86389,46,150788,maligne
9145335,10217818,89242,47,150302,maligne
9203020,10208207,89036,46,149382,maligne
9422968,10308823,87886,45,149632,maligne
9489090,10318886,90776,45,151004,maligne
9290356,10590015,88003,44,150176,maligne
9168030,10224318,87975,44,149621,maligne
9287912,10207016,82175,45,151100,maligne
9262030,10253235,82871,46,149041,maligne
9278783,10351276,87987,45,149068,maligne
