r002,r003,r004,r005,r006,label
1975928,19475312,54472,27,50720,benigne
1969926,25616242,32714,26,2128,benigne
1972418,32282086,29613,26,2149,benigne
1966454,19383333,31926,25,2128,benigne
1977481,19076677,30445,25,2151,benigne
1968218,19448873,29178,26,20392,benigne
1970381,19460170,32106,26,77610,benigne
1969243,19411279,34214,27,75987,benigne
1969391,19401692,33172,26,77531,benigne
1971405,19184140,28433,28,77797,benigne
1971929,19363936,7114,27,77499,benigne
1967072,19373150,761,26,129570,benigne
1968954,18747189,671,26,103635,benigne
1979762,41474541,779,26,77022,benigne
1967630,24268263,15255,26,77332,benigne
1967757,32325514,1837,28,77354,benigne
1971887,19343985,1882,27,77327,benigne
1976249,19396369,28954,28,77335,benigne
1963637,19450050,9489,28,76562,benigne
1961381,19372743,8488,27,77389,benigne
1977294,19393098,3286,27,77360,benigne
1979020,19428597,2805,26,77523,benigne
1970313,19400888,3052,27,76711,benigne
1980949,19434762,1388,26,77186,benigne
1979719,19444515,2698,28,77618,benigne
4459635,19463644,5313,27,129096,benigne
9182660,19432359,2869,26,77071,benigne
9214054,19452651,3174,26,77243,benigne
9138048,19459452,878,26,77169,benigne
9104730,19458286,1503,26,77309,benigne
9121234,19204549,725,26,77189,benigne
9089537,19466768,601,26,77511,benigne
9073604,18784700,5000,26,78136,benigne
9073290,17039493,2839,26,78374,benigne
9112528,16932868,1324,26,78171,benigne
8999558,28371535,766,27,77050,benigne
9010658,17229341,666,27,130293,benigne
9057000,22259808,779,26,77898,benigne
9065095,16993194,675,27,78230,benigne
15833968,17043209,4780,27,77807,benigne
16535648,16886891,3000,26,77997,benigne
27597036,13613183,1346,26,77682,benigne
16472519,12098411,689,27,77889,benigne
16546246,11802021,628,26,77765,benigne
2416834,12022639,610,27,77444,benigne
1975330,11987102,682,26,77601,benigne
1960918,11837639,1039,26,77454,benigne
1963519,11800213,981,27,77532,benigne
1961180,15867526,7102,25,77768,benigne
1957533,11531301,1371,25,77562,benigne
1965315,11628883,685,25,77371,benigne
1962767,11628295,648,27,77598,benigne
1969458,11579464,1057,25,77650,benigne
1966506,11823571,1211,28,77754,benigne
1971741,19481285,647,25,77660,benigne
1967070,21780840,7831,29,77696,benigne
1961266,26943650,762,27,77775,benigne
3288531,18701876,644,26,77674,benigne
1950905,19681215,676,27,243399,benigne
1939822,27989043,598,28,269350,benigne
1962305,25209776,2843,27,269357,benigne
1962281,18829761,1262,26,269806,benigne
1959756,32808008,7155,28,272127,benigne
1967845,25367422,820,27,270918,benigne
1956924,26648401,1348,26,268133,benigne
1963942,25056131,684,27,268341,benigne
1962845,19380554,2633,28,267952,benigne
1967281,19504129,787,28,269665,benigne
1967056,19450169,1335,26,268645,benigne
1967406,19482952,6809,26,268185,benigne
1939222,19437521,3367,27,269380,benigne
1965315,18957041,691,26,270627,benigne
1970129,24105787,824,26,270248,benigne
3294085,27414920,711,30,195215,benigne
1966835,19424244,641,26,2124,benigne
1975129,19481366,621,27,2169,benigne
1966074,19458618,4722,27,2138,benigne
1971524,19466177,3328,27,2141,benigne
1980303,19434289,714,28,2119,benigne
1971913,18985666,620,27,55057,benigne
1973993,21409860,618,27,77565,benigne
1971929,30087295,605,27,75633,benigne
1973418,19336579,776,28,77823,benigne
1973898,19396733,648,26,77594,benigne
1972612,19390586,6963,28,77572,benigne
1973767,19386421,882,27,77785,benigne
1972422,32380344,1248,26,77748,benigne
1975638,19015000,736,27,77651,benigne
1970947,25748447,626,27,77213,benigne
3303795,32411427,641,29,77430,benigne
1951229,19356195,600,25,77408,benigne
1974606,19429466,751,26,77591,benigne
1974219,32424007,10065,27,75605,benigne
1985278,25490477,6521,26,77226,benigne
1970701,32182290,725,26,129165,benigne
3288152,19394062,619,25,103354,benigne
8256183,19453621,603,27,76103,benigne
9239369,32462224,650,27,103308,benigne
9179033,19155426,599,29,129026,benigne
9133127,19472623,2560,28,77051,benigne
9134577,31872381,5302,27,77106,benigne
9113955,25599318,1272,26,77141,benigne
9116740,32325259,663,28,77272,benigne
9131651,19341984,617,27,77358,benigne
9078437,19416185,624,27,77202,benigne
9072053,19394904,602,26,78256,benigne
9100782,12654371,589,29,77991,benigne
9088807,14762672,4870,27,130470,benigne
9083084,15266135,3279,26,77772,benigne
12573325,15292376,815,26,78330,benigne
16532369,19350644,703,27,78260,benigne
16554498,11687793,4323,27,78310,benigne
16541642,11910926,651,27,78112,benigne
16536194,11617016,670,27,77923,benigne
16547706,11581039,3028,27,77616,benigne
3830524,12519144,6932,26,76782,benigne
1961550,18592467,3507,26,129656,benigne
1964010,14240442,734,26,77154,benigne
1960717,18136676,25140,27,77565,benigne
1959342,18145248,4862,28,77510,benigne
1955406,18126430,761,27,77579,benigne
1961089,18142166,643,27,77735,benigne
1961093,18149957,658,27,77375,benigne
1972084,31593233,604,29,77557,benigne
1963796,25909085,647,27,77531,benigne
1975262,19419505,1037,27,77632,benigne
1962458,19479417,1348,28,77568,benigne
1967035,32566990,736,28,77593,benigne
1967948,19438732,626,28,77604,benigne
1964102,19408608,608,27,129525,benigne
1948677,23757303,586,28,257300,benigne
1954565,33906177,597,28,271353,benigne
1961879,32224757,1120,28,271258,benigne
1964111,25950118,702,26,272567,benigne
1965108,19417662,608,28,273197,benigne
1967698,19339436,590,26,271515,benigne
1965648,19068815,747,27,270925,benigne
1959248,32310646,650,27,269003,benigne
1966613,19387374,595,28,266549,benigne
1963454,19454373,619,29,269025,benigne
1967711,19348521,607,27,269076,benigne
1969560,19386871,607,29,267458,benigne
1965010,19399808,611,29,269083,benigne
1970147,19389125,611,27,270007,benigne
1980994,17243682,614,27,269884,benigne
1969597,34193227,3699,28,167181,benigne
1968849,19332119,1039,27,2129,benigne
1967660,18992626,738,27,2131,benigne
1967833,19412900,1451,27,2123,benigne
1969913,19465647,749,28,2123,benigne
1967057,19460242,612,28,2162,benigne
1949028,19449431,607,28,63023,benigne
3293762,32194666,663,28,77692,benigne
1963231,19317608,597,29,75887,benigne
1974513,19447596,658,27,77639,benigne
1966817,18529793,611,27,129941,benigne
1972659,62626594,773,30,77516,benigne
1973870,19433447,654,28,77769,benigne
1973475,19453429,639,28,77592,benigne
1970205,19314033,610,28,77185,benigne
1977867,19408309,599,27,77308,benigne
1979115,19252069,594,28,77341,benigne
1945303,19440113,608,26,77111,benigne
1978388,19440408,602,26,77002,benigne
1975410,19370842,612,28,77060,benigne
1978162,19400570,615,27,77378,benigne
1975376,19398532,756,27,77450,benigne
1978683,19409658,632,30,77501,benigne
1982262,19421118,608,24,76568,benigne
7540121,19411224,1265,27,77552,benigne
9219099,13309930,666,27,77342,benigne
9140007,11186380,608,27,77262,benigne
9095342,11078236,601,27,128793,benigne
9086373,11544901,588,26,102799,benigne
9085401,11541897,608,28,76994,benigne
9107797,11605588,572,26,77263,benigne
9070223,11529077,773,29,77119,benigne
9080138,11640361,627,27,77962,benigne
9027735,11652680,607,27,77825,benigne
9024425,11639769,662,29,78155,benigne
9073666,11677736,610,26,78141,benigne
9052166,11579893,621,27,78244,benigne
11478008,11654494,617,26,78101,benigne
16535233,13402543,595,26,78216,benigne
16552875,18141169,545,27,78049,benigne
16537110,18126808,1293,26,77573,benigne
16546381,18135251,715,25,77769,benigne
16546348,30246280,608,27,103716,benigne
5969266,18470647,609,27,103841,benigne
1958729,19482537,658,26,77099,benigne
1967218,19452665,602,28,77365,benigne
1964422,19475501,598,26,77450,benigne
1962918,19446116,611,26,77537,benigne
1964404,19553727,610,25,77478,benigne
1964942,19469963,603,27,77449,benigne
1961383,19493650,608,25,76568,benigne
1964694,19446812,743,27,77417,benigne
1968463,19479572,649,25,77525,benigne
1960644,19481168,600,30,77583,benigne
1966602,19516308,612,26,77638,benigne
1968060,19488663,622,25,77654,benigne
1969531,19461378,586,25,77534,benigne
1969621,19453405,1520,28,77535,benigne
1958179,18126517,733,30,152776,benigne
3258755,32082183,1094,29,268803,benigne
1955326,19387208,1421,27,268833,benigne
1961709,19484920,711,27,272253,benigne
1962181,19456123,641,28,270441,benigne
1961386,19484974,631,26,272403,benigne
1973603,19376696,630,28,271158,benigne
1955368,19364394,619,28,268210,benigne
1958986,19386183,709,28,266269,benigne
1969401,19395877,651,29,267903,benigne
1969600,19423941,648,26,269317,benigne
1964752,19406562,629,25,268094,benigne
1969452,19380303,751,25,267901,benigne
1974718,19424740,719,25,268384,benigne
1979747,19433223,651,28,270684,benigne
1975571,19425146,1221,27,268593,benigne
1970533,32437542,889,27,57182,benigne
3307930,19379290,1199,27,2134,benigne
1961136,19445706,657,28,2128,benigne
1969229,19437296,617,29,2118,benigne
1973836,19425791,614,26,2128,benigne
1981101,19417874,761,27,18386,benigne
1969370,19468080,683,26,77603,benigne
1974075,19422704,702,28,76311,benigne
1966288,19444447,691,28,77259,benigne
1974866,19472961,634,28,77830,benigne
1970198,19471548,632,29,77686,benigne
1966912,19486951,629,28,77648,benigne
1970736,19506949,625,29,77811,benigne
1975772,19269343,643,25,77905,benigne
1945214,19484016,622,27,77418,benigne
1961815,19464054,722,28,77223,benigne
1956757,32387816,673,25,77296,benigne
1987910,19321665,634,29,77452,benigne
3299399,19441491,650,27,77370,benigne
1969331,19414379,610,28,76694,benigne
1982706,19449756,615,27,77381,benigne
1976010,19433042,632,28,77346,benigne
8926137,13311820,625,27,77624,benigne
9244066,10856728,623,27,76953,benigne
9181977,18825075,687,25,77240,benigne
9106963,15511283,626,28,77431,benigne
9113315,11540163,774,24,77424,benigne
9095215,11631450,699,26,77601,benigne
9122020,11666334,631,27,77259,benigne
9098855,11696230,629,27,77144,benigne
9094948,11630510,608,27,77331,benigne
9089537,19516691,666,26,77245,benigne
9076563,11520168,604,26,77176,benigne
15151142,11673583,614,26,77539,benigne
10755687,17664889,658,26,130395,benigne
16540581,18136459,606,28,77643,benigne
16543541,18139160,772,26,78048,benigne
16554181,18139630,666,25,78178,benigne
16548737,18141031,624,26,78229,benigne
16552981,18543026,615,26,78271,benigne
7402382,19487691,623,26,78175,benigne
1959286,19493842,626,27,77518,benigne
1965421,19484467,623,26,78057,benigne
1961636,19501148,637,26,77972,benigne
1963523,19507397,634,27,77847,benigne
1961644,19493516,631,26,77862,benigne
1967726,19318208,707,6376,77428,benigne
1963290,32434119,653,30,77466,benigne
1961911,19420374,629,29,77560,benigne
1963550,19487359,634,30,77418,benigne
1963712,19458522,627,27,129586,benigne
1966824,19460636,615,29,77210,benigne
1969535,19480980,620,29,77640,benigne
1968011,19455073,617,28,77637,benigne
1970023,19273976,618,29,77640,benigne
1960173,19466251,644,27,77537,benigne
1941631,19485329,610,28,77759,benigne
1960698,19479036,757,26,77471,benigne
1959085,19458362,732,29,76614,benigne
1964018,19445145,618,27,239870,benigne
1967389,19394370,604,26,270150,benigne
1962728,19388974,623,27,269605,benigne
1965335,19396578,628,25,271396,benigne
1965211,19397103,619,28,273638,benigne
1965023,19414477,623,26,271047,benigne
1961416,19402106,1119,26,269507,benigne
1969788,19405799,1356,27,446152,benigne
1965146,19410082,766,26,266586,benigne
1970711,19448485,617,30,269790,benigne
1970823,19448517,635,29,267520,benigne
1965909,19433209,638,25,268581,benigne
3281884,19408374,635,27,268512,benigne
2625890,19437109,623,25,270243,benigne
1963726,19429424,636,27,267304,benigne
1970551,19430170,626,26,24293,benigne
1970602,19426464,627,28,2168,benigne
1979714,19453210,726,28,2129,benigne
1981189,19440318,689,30,2140,benigne
1970095,19454818,621,28,2146,benigne
1969849,19424638,626,27,27728,benigne
1968552,19471107,634,28,77667,benigne
1969420,19477000,630,28,75729,benigne
1968805,19470251,630,28,129897,benigne
1972137,19495638,607,30,77370,benigne
1970665,19293798,608,28,77616,benigne
3301428,19457423,639,27,77734,benigne
3249448,19458156,619,28,77717,benigne
2627425,19370812,1341,29,77446,benigne
1972298,19376388,684,28,77356,benigne
1976685,19409065,703,27,77246,benigne
1979985,19436540,763,29,77461,benigne
1974090,19444963,659,27,77546,benigne
5778572,19409833,619,27,76588,benigne
8941697,14792420,601,27,77439,benigne
9080342,10845544,600,26,77421,benigne
15013043,11039580,609,27,77424,benigne
12075001,11509646,712,28,77413,benigne
9042462,11548460,739,28,76223,benigne
9050335,11567790,635,27,129493,benigne
9068771,11581463,614,26,77212,benigne
9052778,11574512,708,29,77273,benigne
9058880,11537826,618,26,77095,benigne
9021081,11623777,604,26,77293,benigne
9054610,11633783,1182,27,77183,benigne
9011254,11697950,662,26,77158,benigne
16560289,11586227,636,26,77120,benigne
16538672,12302315,777,26,78043,benigne
16539139,18148055,674,26,78227,benigne
16549630,18138168,635,28,78145,benigne
16554446,18152659,617,26,78140,benigne
10669855,18134453,599,27,78264,benigne
1967597,18139924,618,26,78002,benigne
1958732,18812684,607,27,78217,benigne
1961599,19447826,603,26,78225,benigne
1967088,19478851,591,26,77571,benigne
1960293,19448276,599,25,77739,benigne
1958955,19512161,699,29,77670,benigne
1961508,19508187,656,27,77676,benigne
1962083,19457913,1192,28,77884,benigne
1965289,19449484,663,27,77357,benigne
1960905,19448401,612,27,77511,benigne
1959645,32466368,622,27,77572,benigne
1960929,25950364,679,27,77375,benigne
1960904,19383936,598,27,77589,benigne
1965413,19518345,621,26,77593,benigne
1963394,19470134,613,27,77585,benigne
1936918,19477487,757,27,77549,benigne
1958616,19320028,664,27,77648,benigne
1960707,19343937,636,26,77572,benigne
3281506,19469021,686,27,77465,benigne
1955975,19450868,630,28,77576,benigne
1964209,19473346,616,29,77527,benigne
1966195,19375944,670,27,77595,benigne
1966129,19382086,593,28,261762,benigne
1971373,19389387,593,28,271775,benigne
1965226,19389385,612,28,270308,benigne
1961829,19387367,704,29,271876,benigne
1970432,19395759,656,28,267784,benigne
1966706,19382940,610,29,271377,benigne
1973284,19429917,616,28,263855,benigne
1969333,19413587,627,27,443065,benigne
1970566,19446734,609,29,267802,benigne
1969705,19457100,599,26,267729,benigne
1969605,19436220,611,26,267516,benigne
1969680,19444209,596,28,268404,benigne
3304060,19425565,983,27,269610,benigne
1959282,19412992,1377,26,268365,benigne
1978695,19432367,693,27,268311,benigne
1968343,19446371,644,28,6259,benigne
2628578,19457059,625,27,2166,benigne
3288068,19457067,610,26,2126,benigne
1953282,19441587,595,27,2135,benigne
1967622,19465764,615,27,2121,benigne
1972860,19459901,587,27,33000,benigne
1969979,32454830,578,27,77433,benigne
1979762,19362006,671,27,75923,benigne
1946578,19123427,742,28,77726,benigne
1975479,19437034,652,27,77928,benigne
1978757,19472229,610,28,77674,benigne
1968591,19382514,612,28,77908,benigne
3302463,19391610,600,28,77984,benigne
1962319,19393547,606,27,77792,benigne
6331412,19417894,750,27,77314,benigne
9203595,19438655,601,28,77312,benigne
9195555,19423671,589,27,77442,benigne
9140792,13363231,668,26,77512,benigne
9115021,10753813,690,26,77131,benigne
9055340,11087552,635,27,77009,benigne
9080405,11550318,604,25,77528,benigne
9115752,11561815,586,28,77447,benigne
9117001,19407327,669,25,77457,benigne
9055101,11653736,673,26,76415,benigne
8788894,11657919,619,27,77387,benigne
15011694,11689928,629,27,77498,benigne
9056418,11662867,596,27,77600,benigne
14981014,11685014,593,27,77440,benigne
16530953,11614659,599,26,77119,benigne
16546836,11687174,734,26,77080,benigne
16550140,17789898,647,27,77266,benigne
16553835,18144718,604,26,77161,benigne
13639021,18146419,596,27,77157,benigne
1965678,18152522,615,28,78050,benigne
1964218,18141038,601,27,78277,benigne
1959114,18588701,607,26,78168,benigne
1959593,19456231,602,26,78169,benigne
1961869,25925133,623,26,78207,benigne
1961120,25945253,597,27,78469,benigne
1960833,19446356,687,27,78423,benigne
1959192,19449027,640,26,78232,benigne
1959870,19492317,708,26,77865,benigne
1961467,19456337,604,26,77772,benigne
1959017,32494115,610,26,77854,benigne
1964723,19396437,598,26,77712,benigne
1969856,19474439,604,27,78015,benigne
1966990,19485634,582,28,77532,benigne
1961304,19467683,599,26,77495,benigne
1938679,19504159,662,29,77321,benigne
1961568,19349736,693,28,77526,benigne
1960769,18447129,704,27,129239,benigne
1963289,17089569,605,28,103429,benigne
1956277,17176435,598,26,77193,benigne
1964629,17005424,615,27,77730,benigne
1963976,16996196,607,27,77629,benigne
1965547,17160428,587,29,77690,benigne
1966435,17074701,623,27,77498,benigne
1964281,17155846,582,27,77792,benigne
3287384,17156814,593,27,77784,benigne
1955442,17220175,601,27,219861,benigne
1965396,22640358,716,27,270032,benigne
1973655,16822418,648,27,270386,benigne
1970254,16544852,604,28,269394,benigne
1969866,17091618,603,27,268359,benigne
1977141,16821182,600,27,271908,benigne
1973442,16913454,585,28,269794,benigne
1973215,17015861,592,30,268420,benigne
1972566,18122454,588,26,267687,benigne
1963030,19393511,601,26,269319,benigne
1968646,19390221,592,27,269254,benigne
1978785,19436968,710,27,267812,benigne
1978944,19447340,563,28,268737,benigne
1975733,18148194,598,27,269413,benigne
1970835,19353288,598,27,440400,benigne
1975633,32285843,677,29,61602,benigne
1972406,31623057,668,27,2152,benigne
1972222,23429843,670,28,2122,benigne
1973558,18955086,669,27,2139,benigne
1971991,16506062,1136,28,2171,benigne
1972203,21855287,694,28,16632,benigne
1963705,27674484,973,27,77307,benigne
1969081,23821918,703,28,76402,benigne
1976218,31999877,615,28,77188,benigne
1978831,18963837,671,26,77767,benigne
1977258,22911482,616,28,77736,benigne
1975521,28432500,656,26,77677,benigne
2716152,25842501,603,27,77794,benigne
9158221,19373651,593,27,77805,benigne
9219261,19389036,594,27,77215,benigne
9160965,31997485,594,28,129034,benigne
9117752,15132077,759,27,77082,benigne
9128038,18289628,643,29,77400,benigne
9112293,15360942,604,27,76653,benigne
9043179,11449495,599,29,77341,benigne
9096458,11489967,2828,25,129460,benigne
9097496,11603157,807,27,128267,benigne
9090753,11685319,639,27,102665,benigne
9108726,11584438,636,28,77281,benigne
9099293,11720515,625,28,77459,benigne
9086018,15613572,616,26,77354,benigne
14209571,19387868,788,27,77120,benigne
16531694,16032080,686,27,77167,benigne
16556400,18126848,620,27,77174,benigne
16551400,18142482,621,26,77053,benigne
16564884,18147269,689,27,77230,benigne
15192741,17578645,669,25,78125,benigne
1953521,15957139,620,28,78030,benigne
3284234,34033401,683,27,78011,benigne
1957162,19395560,644,27,78233,benigne
1956178,19468205,619,28,78214,benigne
1958667,32497190,1318,26,78015,benigne
1960793,19419802,678,26,78029,benigne
1964587,25479788,623,25,78336,benigne
1968797,32259591,612,25,77902,benigne
1968463,25948282,614,25,77796,benigne
1966672,19382075,665,25,77770,benigne
1969512,19493267,660,28,77740,benigne
1962325,19464098,606,28,77790,benigne
1963743,19421403,593,27,77405,benigne
1967145,19423091,603,28,77367,benigne
1955209,18942135,754,27,77518,benigne
1939162,19173120,662,26,77541,benigne
1960317,19448427,630,29,77581,benigne
1961395,19442123,627,25,77527,benigne
1963099,19454716,618,26,77558,benigne
1960401,19407472,605,27,77634,benigne
1961856,19356580,1158,26,77696,benigne
1965138,19366254,637,27,76936,benigne
1964453,19401321,619,27,76925,benigne
1967032,20504822,713,29,103212,benigne
1967457,30238081,665,26,129616,benigne
1969679,19314664,609,29,226494,benigne
1968856,19437290,603,28,269406,benigne
1975938,25578423,568,28,270726,benigne
1966512,25869720,588,26,274083,benigne
1967054,19365968,605,27,272634,benigne
1972204,17338661,584,28,268811,benigne
1972312,27324124,583,28,269782,benigne
1967616,25859564,597,27,268540,benigne
1981028,19348756,654,29,267851,benigne
1971335,19447998,729,28,270565,benigne
1970153,19435008,628,28,269121,benigne
1968067,19449945,1158,27,265571,benigne
3295212,19470252,631,26,266607,benigne
1966654,31790127,616,29,268434,benigne
1968839,19359750,640,28,268334,benigne
1978881,19465106,603,26,220667,benigne
1977700,19238499,680,28,2181,benigne
1968919,19439179,670,26,2132,benigne
1977255,19446278,715,27,2134,benigne
1970780,19356576,647,28,2144,benigne
1971040,19407271,620,28,2129,benigne
1948431,31883907,617,29,46428,benigne
1972117,25851434,548,27,127791,benigne
1975685,19349556,597,31,77136,benigne
1973040,15970732,2400,31,77723,benigne
1973655,14711424,1815,30,77752,benigne
1977677,18883568,1103,30,77721,benigne
1972014,11574460,729,26,77757,benigne
12824522,11548484,629,30,77724,benigne
9191115,11615891,1145,27,77408,benigne
9146632,11632237,690,26,77281,benigne
9106469,11581947,648,26,77324,benigne
9104966,11650512,616,26,77537,benigne
12110119,19353758,623,26,77295,benigne
15137904,11658023,626,27,76850,benigne
9017692,11681065,615,28,77513,benigne
9062583,14460252,609,26,77580,benigne
9068091,18129293,609,27,77238,benigne
9057940,18146151,604,27,76708,benigne
9047936,17808673,762,26,77222,benigne
15653025,18131156,666,28,77601,benigne
16550765,18143189,705,26,77540,benigne
16543130,19252989,628,26,77500,benigne
27594833,19452728,623,29,77115,benigne
16490694,25765723,634,26,76967,benigne
2762136,32501161,625,26,77004,benigne
1963270,19438250,851,26,77104,benigne
1964057,23135336,1138,27,77200,benigne
1966924,37535474,759,26,77902,benigne
1965748,25935873,745,27,78080,benigne
1959295,19406539,703,26,78107,benigne
1963780,19475863,611,26,78191,benigne
1963495,19488068,612,27,78272,benigne
1965125,19444764,666,26,78037,benigne
1969179,19467086,678,27,78236,benigne
1939635,19247161,650,28,78294,benigne
1964899,19471812,615,26,77950,benigne
1965116,19470018,603,27,77869,benigne
1961113,19482481,608,25,77852,benigne
3285821,19486256,756,28,77898,benigne
1929390,19429752,647,26,78014,benigne
1959262,19386471,609,26,77452,benigne
1960096,19337356,610,27,77314,benigne
1962825,32322001,607,26,77465,benigne
1965406,19321431,602,27,77624,benigne
1964246,19400769,618,26,77522,benigne
1958500,19384971,612,26,77678,benigne
1963018,19411285,616,26,77653,benigne
1967405,19416853,596,25,77546,benigne
1971744,19444622,725,27,77579,benigne
1966802,19391008,647,26,77539,benigne
1967223,19441479,620,28,77618,benigne
1967860,19424742,614,27,77726,benigne
1977803,19396276,624,28,77649,benigne
1967797,19418322,672,27,77690,benigne
1971699,19419439,613,26,186319,benigne
1970826,19463506,606,28,268656,benigne
1974570,19389887,590,27,270655,benigne
1967255,19266203,617,28,272900,benigne
1972999,19429210,683,28,360626,benigne
1972936,19460716,675,28,449627,benigne
1977132,19457893,609,27,267092,benigne
1980480,19480537,617,27,268138,benigne
1973633,19470422,664,29,268652,benigne
1973211,19247014,659,29,269774,benigne
1979988,19466532,613,28,266871,benigne
1974956,19516315,611,28,267454,benigne
1973612,19364244,609,30,268668,benigne
1972402,19392484,617,27,268945,benigne
1978535,19399786,629,27,267395,benigne
1983455,19432015,749,27,13618,benigne
1971696,19264703,662,29,2134,benigne
1955508,19377055,625,29,2133,benigne
1974665,18023898,617,27,2130,benigne
1971490,11388142,619,28,2129,benigne
1987757,10851064,611,28,83119,benigne
1979104,11294694,609,29,77079,benigne
1982829,11492508,608,26,75923,benigne
1981773,11577086,603,28,77628,benigne
8342404,11642330,609,27,77848,benigne
9219924,11603612,720,30,77678,benigne
9182176,11603138,627,27,77866,benigne
9127334,11653432,594,26,76616,benigne
9097330,11633156,582,27,129126,benigne
9013638,11654082,589,28,77109,benigne
8975117,11628032,600,28,77406,benigne
8908310,11611289,595,26,77447,benigne
9031169,16009548,605,28,76498,benigne
9023926,18138308,667,25,77431,benigne
9052403,18149259,603,28,77529,benigne
9058282,18145143,689,27,77365,benigne
9063095,18146716,1023,26,77514,benigne
12035512,18177751,1139,27,76403,benigne
27571058,19548908,653,26,77472,benigne
22030454,19460270,623,26,77500,benigne
16463629,19455749,609,27,77448,benigne
16547196,19474098,683,26,77369,benigne
4991893,19515931,1204,27,77212,benigne
1963399,19485652,671,27,77008,benigne
1967736,19495026,742,26,77096,benigne
1964094,19400617,642,27,77206,benigne
1961570,19440754,588,26,77315,benigne
1962305,19506465,612,27,78011,benigne
1958000,19492023,613,29,78333,benigne
1963144,19482104,607,26,78406,benigne
1974599,19453823,588,26,78379,benigne
1960521,19459944,603,26,78022,benigne
3287454,32302633,591,28,130651,benigne
3265200,19399403,594,25,77707,benigne
2639976,19466977,695,25,77935,benigne
1950833,19470460,636,29,77963,benigne
1934635,19471508,629,28,77853,benigne
1959120,19484980,597,28,77830,benigne
1960670,19265863,1162,28,77970,benigne
1963427,19352686,717,26,77229,benigne
1938121,19400867,716,28,77472,benigne
1964559,25812315,632,28,77476,benigne
1961090,32366268,607,26,77579,benigne
1964704,19334623,599,28,77550,benigne
1965107,19438858,809,27,77671,benigne
1960465,19403079,632,27,77662,benigne
1968091,19458589,586,28,77575,benigne
1969249,19441612,600,26,77534,benigne
1972361,19428007,624,26,129540,benigne
1983265,19433200,595,28,77320,benigne
1966490,19446706,600,26,77723,benigne
1971067,19418177,596,29,77695,benigne
1969533,19436434,629,27,143202,benigne
1971907,19433221,652,29,269735,benigne
1968566,19423638,1381,27,267007,benigne
1969395,19450374,684,27,271318,benigne
1975358,19448047,606,28,269489,benigne
1974961,19402362,607,29,268523,benigne
1962138,19453372,602,26,271185,benigne
1972498,19454503,597,27,268281,benigne
1971076,19482889,597,27,267974,benigne
1970847,19285183,599,28,268019,benigne
1973209,19492687,619,28,269012,benigne
1972778,19465868,586,28,352495,benigne
1969722,19268831,761,26,445932,benigne
1981733,32307427,631,28,270462,benigne
1970820,19344712,612,29,267664,benigne
1971931,19423175,613,30,82559,benigne
1949859,19416022,621,28,2138,benigne
1968020,19417483,621,28,2139,benigne
1974342,11492406,1163,29,2149,benigne
1970683,10745374,644,27,2182,benigne
1977732,11155493,624,28,10883,benigne
1981758,11567657,613,27,78136,benigne
1976250,11570678,762,25,76944,benigne
6923594,11574772,644,28,76558,benigne
9202916,11528971,665,26,77971,benigne
9177249,11669478,613,27,77866,benigne
9062590,11702829,609,25,77607,benigne
9087575,11635253,595,28,77735,benigne
9048329,11709774,598,26,77686,benigne
9061087,11604669,621,29,77400,benigne
9091419,20373070,605,27,77217,benigne
9095827,18085867,627,26,77384,benigne
9087975,18139159,755,26,77455,benigne
9024264,18149122,688,27,77341,benigne
15117336,18141092,654,25,76627,benigne
9041120,18143335,625,27,77274,benigne
15827836,18842238,624,28,76535,benigne
16552636,19458100,601,27,77459,benigne
16531654,19448391,607,25,77268,benigne
16537736,19480887,605,26,76603,benigne
16548756,19495654,598,26,77464,benigne
12091361,19487885,535,27,77601,benigne
1962985,19504291,1627,26,77522,benigne
1964645,19479579,1171,31,77234,benigne
1964133,19483711,1215,26,77041,benigne
1973728,19463855,648,27,77156,benigne
1957244,32452788,613,29,77244,benigne
1964559,19436218,607,26,77224,benigne
1964935,19500120,599,26,77691,benigne
1955630,19443753,613,26,77968,benigne
3281477,19467699,598,28,78160,benigne
1956964,19324863,588,26,78237,benigne
1964295,19491864,755,25,77922,benigne
1968045,19454720,654,26,78204,benigne
1969014,19477225,612,27,78215,benigne
1962506,19495633,621,29,78270,benigne
1941298,19423800,609,27,78227,benigne
1957669,19382546,687,26,77925,benigne
1958357,19400912,604,27,78038,benigne
3281443,19403164,612,29,78011,benigne
1954151,19420018,602,28,77874,benigne
1962633,19388698,619,26,77481,benigne
1963396,32373523,743,28,77468,benigne
1966202,19360878,627,27,77386,benigne
1965123,19405575,603,27,77604,benigne
1960995,19447085,596,27,77637,benigne
1967272,19410678,663,27,77795,benigne
1967994,19464995,651,28,77566,benigne
1970280,25908626,667,28,77750,benigne
1942874,32383185,668,24,77480,benigne
3293289,19340923,643,26,77629,benigne
1962255,19461989,604,25,77700,benigne
1968777,19441259,722,27,77701,benigne
3295604,19442478,641,27,77766,benigne
1960952,32413087,606,25,77678,benigne
1971340,19362429,611,28,161541,benigne
1974773,19453048,596,26,269938,benigne
1980294,19446700,593,27,269047,benigne
1966880,19269524,596,25,268848,benigne
1974770,19453635,591,27,270873,benigne
1974548,19493472,597,29,268967,benigne
1969601,19412225,596,28,269887,benigne
1969015,19392030,586,27,268794,benigne
1971757,19399469,737,28,268034,benigne
1974373,19412652,633,26,268277,benigne
